GRID_ID,X,Y,Long_WGS84,Lat_WGS84
120810,-3728104,-1640986,-56.242550073309310,52.837181210996526
120811,-3714523,-1661196,-55.905045898571139,52.877163906919925
121113,-3759433,-1633810,-56.510759013081248,52.592246047575962
121114,-3745878,-1654011,-56.175931411020336,52.633132336306915
121115,-3732307,-1674210,-55.840328854920905,52.672834650097137
120203,-3678855,-1635104,-56.036797095126083,53.286398019399869
120204,-3665238,-1655334,-55.694631904485824,53.325738067920149
120506,-3710297,-1627939,-56.309957311813704,53.041419476804151
120507,-3696706,-1648160,-55.970530787732677,53.081685642048136
120508,-3683098,-1668379,-55.630322888600546,53.120747106902492
119896,-3701754,-1561298,-57.131347883281705,53.365130090446478
119899,-3660971,-1622026,-56.103858710972467,53.491299173650752
119900,-3647344,-1642267,-55.759714520331400,53.530920919259557
119279,-3787548,-1352646,-60.346872120357013,53.324462754421717
119280,-3774107,-1372907,-60.010166609316606,53.379117938776162
119281,-3760649,-1393168,-59.672396606651624,53.432602570036472
119282,-3747172,-1413431,-59.333580643774582,53.484909988976206
119287,-3679526,-1514754,-57.624488347011770,53.728563686688432
119288,-3665946,-1535019,-57.279808339040919,53.773674352112856
119289,-3652349,-1555283,-56.934223280140436,53.817564435328244
119290,-3638734,-1575546,-56.587754843576370,53.860228239610350
119591,-3697437,-1527914,-57.547851705830354,53.524524714937385
119592,-3683867,-1548169,-57.205133516488125,53.569314809605686
119593,-3670279,-1568423,-56.861526187323747,53.612892302535286
119594,-3656675,-1588676,-56.517051064282391,53.655251592449588
119595,-3643054,-1608928,-56.171729852199128,53.696387209615210
118670,-3765233,-1305828,-60.872871754111202,53.670665006035811
118671,-3751789,-1326106,-60.533584192120479,53.727272192595606
118672,-3738328,-1346386,-60.193176021211954,53.782701324655186
118673,-3724848,-1366667,-59.851665830008216,53.836945412379848
118674,-3711351,-1386950,-59.509072640881747,53.889997575041399
118675,-3697837,-1407233,-59.165415906792440,53.941851044227072
118676,-3684305,-1427518,-58.820715507743479,53.992499167031752
118677,-3670755,-1447802,-58.474991746852623,54.041935409230248
118678,-3657189,-1468087,-58.128265346036095,54.090153358426463
118679,-3643605,-1488373,-57.780557441303401,54.137146727176216
118680,-3630005,-1508658,-57.431889577661323,54.182909356080316
118975,-3769685,-1339386,-60.439677428306737,53.525799846771100
118976,-3756234,-1359656,-60.101129764163133,53.580839920056327
118977,-3742765,-1379928,-59.761499055105816,53.634702223171622
118978,-3729278,-1400201,-59.420804076446686,53.687379987320057
118979,-3715774,-1420474,-59.079064022379420,53.738866554799394
118980,-3702252,-1440749,-58.736298502449671,53.789155382111055
118984,-3647992,-1521848,-57.355388263437803,53.978206589137820
118366,-3747313,-1292519,-60.969758634519742,53.871869310090304
118370,-3693391,-1373679,-59.598404808170514,54.092760168114779
118371,-3679867,-1393973,-59.252811513510864,54.144984596021430
118372,-3666325,-1414267,-58.906155931627893,54.195996006591258
118373,-3652765,-1434561,-58.558458652075807,54.245787755188552
118374,-3639189,-1454856,-58.209740695217782,54.294353320493492
118375,-3625596,-1475151,-57.860023507465819,54.341686307711136
118376,-3611985,-1495446,-57.509328956114864,54.387780451750537
117766,-3603090,-1428334,-58.375707406666422,54.703226245365435
117767,-3589477,-1448649,-58.021905720823298,54.751250078852379
117768,-3575847,-1468964,-57.667090603697503,54.798018636445818
118072,-3593933,-1482215,-57.587723470935380,54.592817637520547
118073,-3580296,-1502520,-57.234007387470811,54.637993809408940
117154,-3621223,-1320400,-59.966754134219649,54.905207282600621
117155,-3607658,-1340732,-59.613210244573750,54.958957476252166
117156,-3594076,-1361065,-59.258525099815344,55.011463309381774
117157,-3580477,-1381398,-58.902720479167257,55.062717670464878
117458,-3639314,-1333749,-59.872974118112147,54.701891443661417
117461,-3598598,-1394719,-58.815058076539430,54.858262147284833
117462,-3584992,-1415043,-58.460235501276330,54.907894351426897
117463,-3571369,-1435368,-58.104357938960391,54.956269545398833
116848,-3630197,-1266353,-60.769292474722107,54.996642032852343
116849,-3616657,-1286691,-60.416097043365788,55.053267022152212
116850,-3603099,-1307031,-60.061696763474522,55.108654495223092
116851,-3589525,-1327373,-59.706112715287048,55.162796966347337
116852,-3575933,-1347715,-59.349366484833794,55.215687073344945
116853,-3562324,-1368058,-58.991480159904107,55.267317581305257
116241,-3580332,-1259877,-60.613656940645647,55.459729978262786
116242,-3566755,-1280236,-60.255155260800890,55.515931480640987
116545,-3598511,-1273294,-60.514263526905793,55.256438028602332
116546,-3584943,-1293643,-60.157823229241046,55.312230204599032
116547,-3571358,-1313994,-59.800177435922649,55.366769434416277
115575,-4298901,-61259,-79.183618007948553,50.686871181860027
115632,-3557458,-1212612,-61.177608837809089,55.808360899224951
115633,-3543878,-1232987,-60.816215246556304,55.866664397337082
115937,-3562121,-1246442,-60.714299821704955,55.663139808078739
115938,-3548534,-1266810,-60.353715108063639,55.719755338745294
115271,-4281268,-47359,-79.366245810451133,50.856796901346897
115273,-4256430,-87215,-78.826183220009057,51.087629564454900
115327,-3552766,-1178747,-61.645077808408530,55.951561141211748
115328,-3539193,-1199129,-61.282923450060700,56.011565323691997
115329,-3525604,-1219514,-60.919426846724228,56.070300566163738
114663,-4245903,-19515,-79.736677358774230,51.196046206700032
114664,-4233472,-39447,-79.466158984121321,51.313157765743064
114665,-4221018,-59393,-79.193875761475397,51.429544601594166
114666,-4208540,-79353,-78.919822782377423,51.545196997600257
114718,-3529735,-1131310,-62.228941338598524,56.295206820902706
114719,-3516160,-1151708,-61.863980474455957,56.357381928815862
114720,-3502568,-1172108,-61.497604722274360,56.418280763063727
114721,-3488958,-1192511,-61.129835972289790,56.477894617825363
114967,-4263602,-33444,-79.550592094335656,51.026524206532855
114969,-4238740,-73312,-79.009155238726905,51.258685229722289
114970,-4226274,-93266,-78.735816425816864,51.373669816108048
115023,-3534479,-1165237,-61.753834631005304,56.154424146376854
115024,-3520897,-1185628,-61.389580386680301,56.214873074622311
115025,-3507297,-1206022,-61.023958825013921,56.274045073967116
114051,-4259991,88011,-81.183575337567831,51.053534413077770
114052,-4247631,68127,-80.918899796358119,51.174801887995102
114053,-4235248,48229,-80.652440988349412,51.295382801634240
114054,-4222840,28315,-80.384192472813339,51.415267483934784
114058,-4172973,-51483,-79.293180648979686,51.887648425209484
114059,-4160447,-71468,-79.015895236001640,52.003904842430224
114060,-4147899,-91466,-78.736786545856361,52.119405789834722
114061,-4135326,-111478,-78.455849913162837,52.234141202768342
114110,-3493023,-1104181,-62.457759679265727,56.700460851776981
114111,-3479428,-1124596,-62.088543657847097,56.763567583677300
114112,-3465816,-1145014,-61.717858947591523,56.825382065350581
114358,-4240592,14352,-80.193926749941397,51.246855467351658
114359,-4228172,-5571,-79.924522344748624,51.365355906628032
114360,-4215729,-25509,-79.653337267639031,51.483140911913296
114361,-4203263,-45460,-79.380366076281732,51.600200728178990
114362,-4190773,-65426,-79.105603580739810,51.716525545879918
114363,-4178259,-85405,-78.829044852282408,51.832105502220450
114364,-4165722,-105397,-78.550685232311722,51.946930682483817
114414,-3511395,-1117755,-62.342618975551815,56.497792724185089
114415,-3497810,-1138161,-61.975541290208433,56.560430945475098
114416,-3484208,-1158570,-61.607022139632932,56.621784934156153
114417,-3470588,-1178981,-61.237083684824867,56.681845830814851
113750,-4205056,42293,-80.576254149214066,51.583448410952194
113753,-4167655,-17551,-79.758742534786649,51.940874899718459
113754,-4155141,-37527,-79.482576085276506,52.058558490255848
113755,-4142604,-57517,-79.204568935268767,52.175496085604856
113757,-4117459,-97537,-78.643011843519233,52.407092795623996
113758,-4104852,-117568,-78.359452272406742,52.521731527705249
113806,-3474619,-1090588,-62.574390929576097,56.903207427252646
113808,-3447393,-1131439,-61.830142099497451,57.029068564563175
113809,-3433753,-1151867,-61.455795526071135,57.090039466027029
114113,-3452187,-1165433,-61.345727982242238,56.885895280277943
113142,-4169391,70290,-80.965850282768983,51.919087541132846
113150,-4068996,-89654,-78.737798697354975,52.868383137706992
113199,-3424094,-1083791,-62.436475679735501,57.373466016148534
113200,-3410452,-1104234,-62.059158586311547,57.436694939482095
113201,-3396794,-1124680,-61.680310324439013,57.498597696741022
113446,-4187240,56284,-80.770132950177910,51.751390912241426
113453,-4099559,-83582,-78.832029388091627,52.579838720138319
113454,-4086940,-103618,-78.547683564327727,52.695161340529019
113504,-3428938,-1117845,-61.943899212303393,57.232840768261767
113505,-3415289,-1138283,-61.567313638941222,57.294274818482428
112533,-4146066,118281,-81.634131967297449,52.130369032685358
112534,-4133598,98343,-81.362887352624583,52.253712832316808
112542,-4033013,-61683,-79.123777494081921,53.214173030795088
112543,-4020335,-81749,-78.835144918888147,53.330787183546612
112838,-4151511,84309,-81.163427790337451,52.086530738754341
112846,-4051020,-75676,-78.929821844285527,53.041389535531124
112895,-3405587,-1070153,-62.555523268964386,57.576915553510538
112896,-3391935,-1090605,-62.175949225592611,57.640627265770505
112897,-3378267,-1111059,-61.794814287651974,57.703004386573170
112229,-4128134,132332,-81.836072808438786,52.296576995173844
112230,-4115654,112389,-81.564251085707596,52.420626033380707
112232,-4090623,72459,-81.014820245372633,52.666595810012147
112233,-4078073,52472,-80.737195528894773,52.788495811181761
112236,-4040282,-7575,-79.892595983118170,53.149730385386142
112239,-4002284,-67747,-79.030267087859528,53.504043360633105
112286,-3382134,-1022359,-63.180914949029876,57.917979445022830
112287,-3368480,-1042825,-62.798402812397448,57.984015890620881
112288,-3354809,-1063293,-62.414243962541590,58.048710743408172
112592,-3373388,-1076958,-62.294300859105142,57.844633857050262
112593,-3359710,-1097421,-61.910854956426547,57.907491098344380
111622,-4079670,140523,-81.972780708722127,52.753614015474525
111623,-4067142,120556,-81.697857704016386,52.878381593707168
111624,-4054591,100574,-81.420954148145640,53.002433203804102
111625,-4042017,80578,-81.142061636911038,53.125758253326026
111632,-3953352,-59796,-79.133473901341205,53.967784870437711
111678,-3344923,-994944,-63.434998334099816,58.324296382781519
111679,-3331250,-1015426,-63.047870425314926,58.391357001573574
111680,-3317560,-1035911,-62.659030352007548,58.457059108657390
111723,-2714957,-1916227,-44.785409195780751,59.876574293368691
111724,-2700670,-1936610,-44.356251668818437,59.874958193349357
111725,-2686372,-1956986,-43.927166367977215,59.871726300876063
111726,-2672064,-1977353,-43.498201388246102,59.866879230812451
111926,-4097678,126450,-81.767541341774901,52.587262436104403
111928,-4072623,86510,-81.216904482082299,52.834652298434690
111929,-4060061,66518,-80.938641978038589,52.957262459737471
111932,-4022235,6456,-80.091985655187443,53.320626818691274
111935,-3984201,-53731,-79.227377351637614,53.677066384790933
111936,-3971478,-73820,-78.935155000220036,53.794289973961831
111982,-3363544,-1008660,-63.307105287544019,58.121113025363364
111983,-3349880,-1029134,-62.922297049327625,58.187658460516083
111984,-3336200,-1049611,-62.535809780928240,58.252853872798021
111014,-4043560,168710,-82.389198301615281,53.085429997503944
111015,-4031008,148734,-82.113135118882752,53.211640485547029
111024,-3917005,-31705,-79.536276779039781,54.314035400197440
111025,-3904224,-51823,-79.239557060363026,54.432598273667558
111318,-4061630,154610,-82.179992009558802,52.919672625519098
111319,-4049091,134639,-81.904494400903474,53.045159355713466
111320,-4036528,114652,-81.626992804377281,53.169930404809143
111321,-4023942,94651,-81.347478435806622,53.293975085702058
111328,-3935194,-45757,-79.333838877253811,54.141036038739287
111329,-3922425,-65870,-79.037939166517205,54.258876100259698
111374,-3326272,-981210,-63.564627484371044,58.527525074134154
111375,-3312590,-1001700,-63.175156077911538,58.595107180370569
111376,-3298890,-1022194,-62.783938530432479,58.661322227433985
111418,-2710210,-1882508,-45.216210356279475,60.092432338524063
111419,-2695925,-1902908,-44.783789642664850,60.092432338520084
111420,-2681630,-1923302,-44.351393558810550,60.090802452992733
111421,-2667326,-1943687,-43.919071348459838,60.087542996314809
111422,-2653011,-1964065,-43.486872202774897,60.082654596963089
111423,-2638687,-1984435,-43.054845229953465,60.076138197001058
110711,-4012894,162843,-82.323803538712724,53.377816599168362
110712,-4000308,142848,-82.045132608954347,53.504040582394389
110720,-3898785,-17639,-79.740814809196721,54.486774742072043
110721,-3885993,-37761,-79.443281533242143,54.606065803926555
110722,-3873178,-57898,-79.143613772223389,54.724529687476263
110723,-3860341,-78047,-78.841805045640086,54.842154756557143
110724,-3847482,-98208,-78.537849255287654,54.958929307680414
110725,-3834600,-118383,-78.231740699271398,55.074841571969863
110726,-3821697,-138569,-77.923474086199633,55.189879717200178
110727,-3808772,-158768,-77.613044549545450,55.304031849938433
110728,-3795825,-178979,-77.300447662166789,55.417286017790502
110751,-3492306,-646625,-69.510126843202116,57.746145202554779
110752,-3478872,-667058,-69.145591310680700,57.834159732489852
110753,-3465419,-687497,-68.778964467482012,57.920967234124504
110754,-3451947,-707942,-68.410258545412177,58.006555389186971
110755,-3438457,-728393,-68.039486604122217,58.090911925359094
110756,-3424948,-748850,-67.666662542118672,58.174024621812457
110757,-3411421,-769313,-67.291801107244879,58.255881314847620
110758,-3397876,-789781,-66.914917906599413,58.336469903633521
110759,-3384313,-810254,-66.536029415857683,58.415778356042878
110760,-3370732,-830733,-66.155152987962552,58.493794714579856
110761,-3357134,-851215,-65.772306861150398,58.570507102395311
110766,-3288880,-953692,-63.829231912745186,58.934100210955108
110767,-3275178,-974198,-63.435001000106169,59.002744654594196
110768,-3261459,-994707,-63.038953363578514,59.070004769074806
110808,-2700641,-1814927,-46.097490743787837,60.519803117613172
110809,-2686362,-1835362,-45.658545994542060,60.523118914480918
110810,-2672074,-1855790,-45.219523924708525,60.524776977223226
110811,-2657775,-1876211,-44.780476074219628,60.524776977219169
110812,-2643466,-1896624,-44.341454003314404,60.523118914468775
110813,-2629147,-1917030,-43.902509254069152,60.519803117592950
110814,-2614819,-1937429,-43.463693311960057,60.514830243544218
110815,-2600481,-1957820,-43.025057572881543,60.508201277048855
111059,-3457059,-742244,-67.882383559755112,57.893998493750878
111060,-3443561,-762694,-67.511547164585537,57.976494922211010
111064,-3389385,-844547,-66.008359461198594,58.293866188516894
111071,-3293899,-987958,-63.304187986935837,58.798904571450336
111072,-3280190,-1008459,-62.910568012803225,58.865638916017808
111114,-2691156,-1869159,-45.217854541374294,60.308500300328006
111115,-2676864,-1889570,-44.782145457562002,60.308500300323999
111116,-2662563,-1909973,-44.346461569678432,60.306856428736502
111117,-2648251,-1930369,-43.910853253161939,60.303569006955499
111118,-2633929,-1950757,-43.475370828905838,60.298638677482145
111119,-2619598,-1971138,-43.040064531605893,60.292066403391630
110105,-3951329,151076,-82.189604969133384,53.963886232733898
110122,-3733105,-191367,-77.065496649239662,56.000366724183330
110123,-3720071,-211623,-76.744162400219935,56.112305325906455
110124,-3707016,-231891,-76.420582676751010,56.223293867779503
110147,-3401161,-700643,-68.359887366114080,58.484600164104812
110148,-3387632,-721115,-67.983043756980138,58.568966438118835
110152,-3333336,-803055,-66.454687364778195,58.893617998579778
110153,-3319718,-823553,-66.067437640367189,58.971515449513255
110154,-3306082,-844055,-65.678160875162590,59.048082175652461
110155,-3292429,-864562,-65.286877330208014,59.123306056872927
110158,-3251367,-926106,-64.101203034605504,59.340800950468754
110159,-3237646,-946628,-63.702114229277960,59.410534325290577
110195,-2733723,-1685725,-48.340336694308874,60.910756660457992
110196,-2719484,-1706210,-47.895774683833871,60.922547003455151
110197,-2705234,-1726688,-47.450863424995894,60.932657464789671
110198,-2690973,-1747161,-47.005656219389408,60.941085992530468
