GRID_ID,X,Y,Long_WGS84,Lat_WGS84
1,-19500,-1512200,9.261205013406180,76.425848169844514
2,-16500,-1512200,9.374855940304151,76.426170291034239
3,-13500,-1512200,9.488511786988752,76.426438731080296
4,-10500,-1512200,9.602171659270148,76.426653486862264
5,-7500,-1512200,9.715834662768430,76.426814555883439
6,-4500,-1512200,9.829499902955831,76.426921936271313
7,-1500,-1512200,9.943166485198960,76.426975626777349
8,1500,-1512200,10.056833519426158,76.426975626776283
9,4500,-1512200,10.170500101669250,76.426921936268030
10,7500,-1512200,10.284165341856578,76.426814555877982
11,10500,-1512200,10.397828345354753,76.426653486854605
12,13500,-1512200,10.511488217636003,76.426438731070476
13,16500,-1512200,10.625144064320422,76.426170291022217
14,19500,-1512200,10.738794991218175,76.425848169830331
15,22500,-1512200,10.852440104371698,76.425472371239024
16,25500,-1512200,10.966078510097862,76.425042899615931
17,28500,-1512200,11.079709315030101,76.424559759951933
18,31500,-1512200,11.193331626160514,76.424022957860856
19,34500,-1512200,11.306944550881918,76.423432499579036
20,37500,-1512200,11.420547197029855,76.422788391965071
21,40500,-1512200,11.534138672924540,76.422090642499313
22,43500,-1512200,11.647718087412766,76.421339259283613
23,46500,-1512200,11.761284549909737,76.420534251040522
24,49500,-1512200,11.874837170440838,76.419675627113079
25,52500,-1512200,11.988375059683325,76.418763397464076
26,55500,-1512200,12.101897329007947,76.417797572675596
27,58500,-1512200,12.215403090520494,76.416778163948294
28,61500,-1512200,12.328891457103238,76.415705183100712
29,64500,-1512200,12.442361542456295,76.414578642568642
30,67500,-1512200,12.555812461138897,76.413398555404513
31,70500,-1512200,12.669243328610550,76.412164935276309
32,73500,-1512200,12.782653261272090,76.410877796467048
33,76500,-1512200,12.896041376506647,76.409537153873814
34,79500,-1512200,13.009406792720453,76.408143023006843
35,82500,-1512200,13.122748629383590,76.406695419988765
36,85500,-1512200,13.236066007070544,76.405194361553512
37,88500,-1512200,13.349358047500692,76.403639865045363
38,91500,-1512200,13.462623873578622,76.402031948417942
39,94500,-1512200,13.575862609434314,76.400370630233184
40,97500,-1512200,13.689073380463205,76.398655929660251
41,100500,-1512200,13.802255313366070,76.396887866474344
42,103500,-1512200,13.915407536188784,76.395066461055578
43,106500,-1512200,14.028529178361913,76.393191734387827
44,109500,-1512200,14.141619370740134,76.391263708057451
45,112500,-1512200,14.254677245641522,76.389282404252057
46,115500,-1512200,14.367701936886631,76.387247845759177
47,118500,-1512200,14.480692579837431,76.385160055965031
48,121500,-1512200,14.593648311436047,76.383019058853009
49,124500,-1512200,14.706568270243327,76.380824879002375
50,127500,-1512200,14.819451596477229,76.378577541586836
51,130500,-1512200,14.932297432050996,76.376277072373142
52,133500,-1512200,15.045104920611161,76.373923497719417
53,136500,-1512200,15.157873207575342,76.371516844573762
54,139500,-1512200,15.270601440169832,76.369057140472705
55,142500,-1512200,15.383288767466992,76.366544413539486
56,145500,-1512200,15.495934340422419,76.363978692482647
57,148500,-1512200,15.608537311911924,76.361360006594154
58,151500,-1512200,15.721096836768263,76.358688385747840
59,154500,-1512200,15.833612071817662,76.355963860397594
60,157500,-1512200,15.946082175916123,76.353186461575760
61,160500,-1512200,16.058506309985486,76.350356220891200
62,163500,-1512200,16.170883637049254,76.347473170527593
63,166500,-1512200,16.283213322268221,76.344537343241527
64,169500,-1512200,16.395494532975786,76.341548772360653
65,172500,-1512200,16.507726438713107,76.338507491781783
66,175500,-1512200,16.619908211263944,76.335413535968939
67,178500,-1512200,16.732039024689296,76.332266939951467
68,181500,-1512200,16.844118055361736,76.329067739321900
69,184500,-1512200,16.956144481999541,76.325815970234132
70,187500,-1512200,17.068117485700522,76.322511669401237
71,190500,-1512200,17.180036249975611,76.319154874093329
72,193500,-1512200,17.291899960782175,76.315745622135751
73,196500,-1512200,17.403707806557051,76.312283951906551
74,199500,-1512200,17.515458978249331,76.308769902334646
75,202500,-1512200,17.627152669352853,76.305203512897506
76,205500,-1512200,17.738788075938398,76.301584823618882
77,208500,-1512200,17.850364396685656,76.297913875066641
78,211500,-1512200,17.961880832914847,76.294190708350527
79,214500,-1512200,18.073336588618094,76.290415365119770
80,217500,-1512200,18.184730870490505,76.286587887560970
81,220500,-1512200,18.296062887960925,76.282708318395436
82,223500,-1512200,18.407331853222445,76.278776700877074
83,226500,-1512200,18.518536981262578,76.274793078789870
84,229500,-1512200,18.629677489893140,76.270757496445569
85,232500,-1512200,18.740752599779832,76.266669998681166
86,235500,-1512200,18.851761534471525,76.262530630856389
87,238500,-1512200,18.962703520429216,76.258339438851294
88,241500,-1512200,19.073577787054706,76.254096469063725
89,244500,-1512200,19.184383566718925,76.249801768406783
90,247500,-1512200,19.295120094789983,76.245455384306254
91,250500,-1512200,19.405786609660890,76.241057364698008
92,253500,-1512200,19.516382352776919,76.236607758025372
93,256500,-1512200,19.626906568662736,76.232106613236624
94,259500,-1512200,19.737358504949132,76.227553979782243
95,262500,-1512200,19.847737412399436,76.222949907612204
96,265500,-1512200,19.958042544935662,76.218294447173349
97,268500,-1512200,20.068273159664262,76.213587649406762
98,271500,-1512200,20.178428516901587,76.208829565744836
99,274500,-1512200,20.288507880199006,76.204020248108648
100,277500,-1512200,20.398510516367693,76.199159748905203
101,280500,-1512200,20.508435695503078,76.194248121024529
102,283500,-1512200,20.618282691008982,76.189285417837041
103,286500,-1512200,20.728050779621388,76.184271693190567
104,289500,-1512200,20.837739241431883,76.179207001407562
105,292500,-1512200,20.947347359910786,76.174091397282140
106,295500,-1512200,21.056874421929884,76.168924936077417
107,298500,-1512200,21.166319717784887,76.163707673522396
108,301500,-1512200,21.275682541217513,76.158439665809169
109,304500,-1512200,21.384962189437189,76.153120969589878
110,307500,-1512200,21.494157963142506,76.147751641973883
111,310500,-1512200,21.603269166542230,76.142331740524710
112,313500,-1512200,21.712295107376011,76.136861323257179
113,316500,-1512200,21.821235096934775,76.131340448634177
114,319500,-1512200,21.930088450080696,76.125769175563931
115,322500,-1512200,22.038854485266896,76.120147563396827
116,325500,-1512200,22.147532524556734,76.114475671922335
117,328500,-1512200,22.256121893642792,76.108753561366058
118,331500,-1512200,22.364621921865496,76.102981292386559
119,334500,-1512200,22.473031942231366,76.097158926072453
120,337500,-1512200,22.581351291430952,76.091286523939061
121,340500,-1512200,22.689579309856398,76.085364147925446
122,343500,-1512200,22.797715341618666,76.079391860391425
123,346500,-1512200,22.905758734564390,76.073369724114102
124,349500,-1512200,23.013708840292399,76.067297802285026
125,352500,-1512200,23.121565014169899,76.061176158506925
126,355500,-1512200,23.229326615348260,76.055004856790546
127,358500,-1512200,23.336993006778496,76.048783961551393
128,361500,-1512200,23.444563555226377,76.042513537606723
129,364500,-1512200,23.552037631287202,76.036193650172208
130,367500,-1512200,23.659414609400184,76.029824364858754
131,370500,-1512200,23.766693867862546,76.023405747669329
132,373500,-1512200,23.873874788843207,76.016937864995683
133,376500,-1512200,23.980956758396154,76.010420783615203
134,379500,-1512200,24.087939166473465,76.003854570687537
135,382500,-1512200,24.194821406937969,75.997239293751434
136,385500,-1512200,24.301602877575558,75.990575020721550
137,388500,-1512200,24.408282980107156,75.983861819885007
138,391500,-1512200,24.514861120200372,75.977099759898294
139,394500,-1512200,24.621336707480729,75.970288909783889
140,397500,-1512200,24.727709155542641,75.963429338926986
141,400500,-1512200,24.833977881959978,75.956521117072242
142,403500,-1512200,24.940142308296306,75.949564314320511
143,406500,-1512200,25.046201860114806,75.942559001125375
144,409500,-1512200,25.152155966987820,75.935505248290113
145,412500,-1512200,25.258004062506089,75.928403126964128
146,415500,-1512200,25.363745584287589,75.921252708639742
147,418500,-1512200,25.469379973986111,75.914054065148946
148,421500,-1512200,25.574906677299460,75.906807268659904
149,424500,-1512200,25.680325143977285,75.899512391673852
150,427500,-1512200,25.785634827828645,75.892169507021549
151,430500,-1512200,25.890835186729198,75.884778687860049
152,433500,-1512200,25.995925682628048,75.877340007669417
153,436500,-1512200,26.100905781554289,75.869853540249267
154,439500,-1512200,26.205774953623177,75.862319359715570
155,442500,-1512200,26.310532673042065,75.854737540497155
156,445500,-1512200,26.415178418115872,75.847108157332471
157,-19500,-1509200,9.259736594003476,76.452909200450250
158,-16500,-1509200,9.373613372787098,76.453231952101348
159,-13500,-1509200,9.487495100749715,76.453500917566288
160,-10500,-1509200,9.601380878360590,76.453716093705808
161,-7500,-1509200,9.715269805897011,76.453877478008337
162,-4500,-1509200,9.829160983486933,76.453985068589986
163,-1500,-1509200,9.943053511151630,76.454038864194814
164,1500,-1509200,10.056946493482682,76.454038864193706
165,4500,-1509200,10.170839021147344,76.453985068586704
166,7500,-1509200,10.284730198737194,76.453877478002866
167,10500,-1509200,10.398619126273504,76.453716093698176
168,13500,-1509200,10.512504903884231,76.453500917556426
169,16500,-1509200,10.626386631846666,76.453231952089311
170,19500,-1509200,10.740263410630067,76.452909200436025
171,22500,-1509200,10.854134340938286,76.452532666363254
172,25500,-1509200,10.967998523752334,76.452102354264881
173,28500,-1509200,11.081855060372957,76.451618269161784
174,31500,-1509200,11.195703052463140,76.451080416701444
175,34500,-1509200,11.309541602090576,76.450488803157654
176,37500,-1509200,11.423369811770097,76.449843435430182
177,40500,-1509200,11.537186784506048,76.449144321044315
178,43500,-1509200,11.650991623834591,76.448391468150419
179,46500,-1509200,11.764783433865968,76.447584885523469
180,49500,-1509200,11.878561319326677,76.446724582562538
181,52500,-1509200,11.992324385601577,76.445810569290146
182,55500,-1509200,12.106071738775938,76.444842856351841
183,58500,-1509200,12.219802485677375,76.443821455015367
184,61500,-1509200,12.333515733917713,76.442746377170195
185,64500,-1509200,12.447210591934763,76.441617635326566
186,67500,-1509200,12.560886169033994,76.440435242615067
187,70500,-1509200,12.674541575430098,76.439199212785581
188,73500,-1509200,12.788175922288454,76.437909560206606
